"unit_id","transition_id","code_id","model","repeat","value","direction","facet","evidence","flag","ambiguity_reason","code_family"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","1","dropped","NA","Autonomy level 1: Capable of expanding its effective capacity in the world by autonomously acquiring resources and using them to run and sustain additional copies of itself on hardware it rents.","clear","NA","change"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0074","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","1","removed","NA","A model at this capability level could, if misused, pose difficult-to-predict and large-magnitude risks.","clear","NA","change"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","1","dropped","NA","A model at this capability level could, if misused, pose difficult-to-predict and large-magnitude risks.","clear","NA","change"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0075","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","1","removed","NA","Its adaptability would enable harmful activity via many means, and its ability to act autonomously and expand its effective capacity means its activity could be scaled significantly without being hindered by resource constraints.","clear","NA","change"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","1","dropped","NA","Its adaptability would enable harmful activity via many means, and its ability to act autonomously and expand its effective capacity means its activity could be scaled significantly without being hindered by resource constraints.","clear","NA","change"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0076","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","1","removed","NA","If misused or supported by well-equipped bad actors, such activity may be especially difficult to constrain.","clear","NA","change"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","1","dropped","NA","If misused or supported by well-equipped bad actors, such activity may be especially difficult to constrain.","clear","NA","change"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v1-0-0077","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","1","broadened","NA","powerful capabilities of foundation models","clear","NA","change"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","1","A-motivation","NA","aims to address severe risks that may arise from powerful capabilities of foundation models","clear","NA","content"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0001","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0002","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0003","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0004","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","1","narrowed","NA","Identify capability levels at which AI models without additional mitigations could pose severe risk","clear","NA","change"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0005","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","1","NA","NA","Identify capability levels at which AI models without additional mitigations could pose severe risk","clear","NA","content"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0006","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","1","NA","NA","Implement protocols to detect the attainment of such capability levels","clear","NA","content"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content"
"GDM-FSF-v2-0-0007","GDM-FSF-v1-0_v2-0","C16","claude-sonnet-5","1","1","NA","NA","Prepare and articulate mitigation plans in advance of when such capability levels are attained","clear","NA","content"
"GDM-FSF-v2-0-0008","GDM-FSF-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0008","GDM-FSF-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
"GDM-FSF-v2-0-0008","GDM-FSF-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change"
