"unit_id","transition_id","code_id","model","repeat","value","direction","facet","evidence","flag","ambiguity_reason","code_family","cosmetic_split"
"ANT-RSP-v1-0-0034","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0034","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0034","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0034","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0034","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0034","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0034","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0034","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","1","removed","NA","Autonomous replication in the lab: The model shows early signs of autonomous self-replication ability, as defined by 50% aggregate success rate on the tasks listed in [Appendix on Autonomy Evaluations].","clear","NA","change","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0108","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0204","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0224","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v1-0-0244","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","NA","NA","NA","NONE","NONE","NA","content","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","1","A-motivation","NA","a public commitment not to train or deploy models capable of causing catastrophic harm unless we have implemented safety and security measures that will keep risks below acceptable levels","clear","NA","content","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0001","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0002","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0003","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0004","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0005","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","1","NA","NA","At present, all of our models must meet the ASL-2 Deployment and Security Standards.","clear","NA","content","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0006","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C04","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C05","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C06","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C07","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C08","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C09","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C11","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C12","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C13","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C14","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C15","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0007","ANT-RSP-v1-0_v2-0","C16","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","content","false"
"ANT-RSP-v2-0-0008","ANT-RSP-v1-0_v2-0","C01","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
"ANT-RSP-v2-0-0008","ANT-RSP-v1-0_v2-0","C03","claude-sonnet-5","1","0","NA","NA","NONE","clear","NA","change","false"
