"unit_id","transition_id","model","repeat","removal_candidate","cosmetic_split","C01","C03","C04","C05","C06","C07","C08","C09","C11","C12","C13","C14","C15","C16","C01_direction","C03_direction","C04_direction","C05_direction","C06_direction","C07_direction","C08_direction","C04_facet","c07_requires_c14"
"ANT-RSP-v2-0-0025","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","1","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","tightened","NA","NA","false"
"ANT-RSP-v2-0-0026","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","1","0","0","NA","NA","tightened","NA","NA","NA","NA","modality","false"
"ANT-RSP-v2-0-0027","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0028","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0029","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","1","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","['A-motivation']","NA","false"
"ANT-RSP-v2-0-0030","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","1","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","['A-umbrella', 'A-motivation']","NA","false"
"ANT-RSP-v2-0-0031","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0032","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0033","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0034","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0035","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0036","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0037","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0038","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0039","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","0","0","0","NA","NA","loosened","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0040","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0041","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0042","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0043","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0044","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0045","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0046","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0047","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0048","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0049","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0050","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0051","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0052","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0053","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0054","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","1","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","['A-motivation']","NA","false"
"ANT-RSP-v2-0-0055","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0056","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0057","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0058","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0059","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0060","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0061","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0062","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0063","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0064","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0065","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","1","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","A-framing","NA","false"
"ANT-RSP-v2-0-0066","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0067","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","1","0","0","0","1","0","0","0","0","0","0","0","NA","NA","loosened","NA","NA","NA","A-motivation","modality","false"
"ANT-RSP-v2-0-0068","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","1","0","0","0","0","1","0","0","0","0","NA","NA","NA","NA","narrowed","NA","NA","NA","false"
"ANT-RSP-v2-0-0069","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","0","0","0","NA","NA","loosened","NA","NA","NA","NA","modality","false"
"ANT-RSP-v2-0-0070","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0071","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0072","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0073","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0074","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","0","0","1","NA","NA","loosened","NA","NA","NA","NA","modality","false"
"ANT-RSP-v2-0-0075","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","1","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0076","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0077","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0078","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0079","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0080","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","1","0","0","0","0","0","0","0","0","0","0","0","NA","NA","loosened","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0081","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0082","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0083","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0084","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0085","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0086","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0087","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0088","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","1","0","0","0","0","0","1","0","0","1","0","0","0","NA","introduced","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0089","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","1","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0090","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","0","1","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0091","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","1","0","0","0","0","0","1","1","0","0","0","0","0","NA","architecture_replaced","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0092","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0093","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0094","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0095","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0096","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","1","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0097","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","1","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0098","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0099","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0100","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0101","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0102","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0103","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0104","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0105","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0106","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","1","0","0","0","0","0","1","0","1","0","0","0","0","NA","introduced","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0107","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","1","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0108","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0109","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0110","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0111","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0112","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0113","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0114","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0115","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0116","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0117","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0118","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0119","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0120","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","1","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0121","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","1","0","0","NA","NA","NA","NA","NA","NA","NA","NA","false"
"ANT-RSP-v2-0-0122","ANT-RSP-v1-0_v2-0","claude-sonnet-5","1","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","NA","NA","NA","NA","NA","NA","NA","false"
